,budget_(in_US-Dollars),revenue_(in_US-Dollars),profit_(in_US_Dollars),original_title,cast,director,tagline,runtime,genres,release_date,release_year
1934,155000000,415686217,260686217,The Chronicles of Narnia: The Voyage of the Dawn Treader,Skandar Keynes|Georgie Henley|Simon Pegg|Gary Sweet|Arthur Angel,Michael Apted,Return to magic. Return to hope. Return to Narnia.,113,Adventure|Family|Fantasy,2010-08-13,2010
1935,28000000,96188903,68188903,Kick-Ass,Aaron Taylor-Johnson|ChloÃ« Grace Moretz|Christopher Mintz-Plasse|Nicolas Cage|Mark Strong,Matthew Vaughn,Shut up. Kick ass.,117,Action|Crime,2010-03-22,2010
1936,100000000,278346189,178346189,The Tourist,Johnny Depp|Angelina Jolie|Paul Bettany|Timothy Dalton|Steven Berkoff,Florian Henckel von Donnersmarck,It all started when he met a woman,103,Action|Thriller|Romance,2010-12-08,2010
1937,150000000,335154643,185154643,Prince of Persia: The Sands of Time,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley|Alfred Molina|Steve Toussaint,Mike Newell,Defy the Future,116,Adventure|Fantasy|Action|Romance,2010-05-19,2010
1938,200000000,310669540,110669540,Robin Hood,Russell Crowe|Cate Blanchett|Mark Strong|Oscar Isaac|LÃ©a Seydoux,Ridley Scott,"Rise and rise again, until lambs become lions.",140,Action,2010-05-12,2010
1939,38000000,252276927,214276927,True Grit,Jeff Bridges|Hailee Steinfeld|Matt Damon|Josh Brolin|Barry Pepper,Ethan Coen|Joel Coen,Punishment Comes One Way or Another.,110,Drama|Adventure|Western,2010-12-22,2010
1940,125000000,232713139,107713139,Clash of the Titans,Sam Worthington|Liam Neeson|Ralph Fiennes|Gemma Arterton|Jason Flemyng,Louis Leterrier,Titans will clash.,106,Adventure|Fantasy|Action,2010-04-01,2010
1941,150000000,215283742,65283742,The Sorcerer's Apprentice,Nicolas Cage|Jay Baruchel|Monica Bellucci|Alfred Molina|Teresa Palmer,Jon Turteltaub,It's The Coolest Job Ever.,109,Fantasy|Adventure|Action|Comedy|Drama,2010-07-13,2010
1943,40000000,224920315,184920315,The Social Network,Jesse Eisenberg|Andrew Garfield|Justin Timberlake|Armie Hammer|Max Minghella,David Fincher,You don't get to 500 million friends without making a few enemies.,120,Drama,2010-09-30,2010
1944,60000000,47664559,-12335441,Scott Pilgrim vs. the World,Michael Cera|Mary Elizabeth Winstead|Kieran Culkin|Chris Evans|Anna Kendrick,Edgar Wright,Get the hot girl. Defeat her evil exes. Hit love where it hurts.,112,Action|Adventure|Comedy,2010-07-27,2010
1945,100000000,310650585,210650585,Little Fockers,Robert De Niro|Ben Stiller|Owen Wilson|Dustin Hoffman|Barbra Streisand,Paul Weitz,"Kids bring everyone closer, right?",98,Comedy|Romance,2010-12-21,2010
1946,40000000,126248813,86248813,Predators,Topher Grace|Alice Braga|Laurence Fishburne|Adrien Brody|Danny Trejo,NimrÃ³d Antal,Fear is Reborn,107,Action|Science Fiction|Adventure|Thriller,2010-07-03,2010
1947,95000000,226497209,131497209,Percy Jackson & the Olympians: The Lightning Thief,Logan Lerman|Brandon T. Jackson|Alexandra Daddario|Jake Abel|Sean Bean,Chris Columbus,Worlds Collide,118,Adventure|Fantasy|Family,2010-02-01,2010
1948,100000000,167805466,67805466,Unstoppable,Denzel Washington|Chris Pine|Rosario Dawson|Ethan Suplee|Kevin Corrigan,Tony Scott,"1,000,000 Tons. 100,000 Lives. 100 Minutes.",98,Action|Thriller,2010-11-04,2010
1949,165000000,752600867,587600867,Shrek Forever After,Mike Myers|Eddie Murphy|Cameron Diaz|Antonio Banderas|Julie Andrews,Mike Mitchell,It ain't Ogre... Til it's Ogre,93,Comedy|Adventure|Fantasy|Animation|Family,2010-05-16,2010
1950,25000000,114977104,89977104,Dear John,Amanda Seyfried|Channing Tatum|Henry Thomas|Richard Jenkins|Scott Porter,Lasse HallstrÃ¶m,Love brought them together will fate tear them apart.,115,Drama|Romance|War,2010-02-04,2010
1951,110000000,177238796,67238796,The A-Team,Liam Neeson|Bradley Cooper|Jessica Biel|Sharlto Copley|Patrick Wilson,Joe Carnahan,There Is No Plan B,117,Thriller|Action|Adventure|Comedy|Crime,2010-06-10,2010
1952,58000000,71664962,13664962,RED,Bruce Willis|John Malkovich|Helen Mirren|Mary-Louise Parker|Karl Urban,Robert Schwentke,Still armed. Still dangerous. Still got it.,111,Action|Adventure|Comedy|Crime|Thriller,2010-10-13,2010
1953,20000000,31327899,11327899,Machete,Danny Trejo|Michelle Rodriguez|Jessica Alba|Robert De Niro|Lindsay Lohan,Robert Rodriguez|Ethan Maniquis,He was given an offer he couldn't refuse...,105,Action|Comedy|Thriller,2010-09-01,2010
1954,80000000,271430189,191430189,Grown Ups,Adam Sandler|Salma Hayek|Maria Bello|Steve Buscemi|Maya Rudolph,Dennis Dugan,Boys will be boys. . . some longer than others.,102,Comedy,2010-06-24,2010
1955,80000000,157107755,77107755,The Book of Eli,Denzel Washington|Gary Oldman|Michael Gambon|Mila Kunis|Jennifer Beals,Albert Hughes|Allen Hughes,Some will kill to have it. He will kill to protect it.,118,Action|Thriller|Science Fiction,2010-01-14,2010
1956,55000000,152263880,97263880,Date Night,Steve Carell|Tina Fey|Mark Wahlberg|Taraji P. Henson|Jimmi Simpson,Shawn Levy,One ordinary couple. One little white lie.,97,Comedy,2010-04-08,2010
1957,37000000,154026136,117026136,The Town,Ben Affleck|Rebecca Hall|Jeremy Renner|Jon Hamm|Blake Lively,Ben Affleck,Welcome to the bank robbery capital of America.,125,Crime|Drama|Thriller,2010-09-15,2010
1959,68000000,698491347,630491347,The Twilight Saga: Eclipse,Kristen Stewart|Robert Pattinson|Taylor Lautner|Ashley Greene|Peter Facinelli,David Slade,It all begins ... With a choice.,124,Adventure|Fantasy|Drama|Romance,2010-06-23,2010
1960,130000000,321885765,191885765,Megamind,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,Tom McGrath,His brain is off the chain.,95,Animation|Action|Comedy|Family|Science Fiction,2010-10-28,2010
1961,150000000,318502923,168502923,The Last Airbender,Noah Ringer|Nicola Peltz|Jackson Rathbone|Dev Patel|Shaun Toub,M. Night Shyamalan,"Four nations, one destiny",103,Action|Adventure|Family|Fantasy,2010-06-30,2010
1962,100000000,170432927,70432927,The Other Guys,Will Ferrell|Mark Wahlberg|Eva Mendes|Samuel L. Jackson|Dwayne Johnson,Adam McKay,When the cops are busy... Our only hope is...,107,Action|Comedy|Crime,2010-08-06,2010
1964,1500000,97009150,95509150,Insidious,Patrick Wilson|Rose Byrne|Barbara Hershey|Leigh Whannell|Angus Sampson,James Wan,It's not the house that's haunted.,103,Horror|Thriller,2010-09-13,2010
1965,30000000,159291809,129291809,Step Up 3D,Rick Malambri|Adam G. Sevani|Joe Slaughter|Sharni Vinson|Alyson Stoner,Jon M. Chu,Two Worlds. One Dream.,107,Drama|Romance,2010-08-04,2010
1966,15000000,414211549,399211549,The King's Speech,Colin Firth|Geoffrey Rush|Helena Bonham Carter|Guy Pearce|Timothy Spall,Tom Hooper,Find your voice.,118,Drama|History,2010-09-06,2010
1967,30000000,102820008,72820008,Love & Other Drugs,Jake Gyllenhaal|Anne Hathaway|Oliver Platt|Hank Azaria|Gabriel Macht,Edward Zwick,Addicted to one-night stands or dependent on one another?,112,Drama|Comedy|Romance,2010-11-22,2010
1968,30000000,20348249,-9651751,The Way Back,Colin Farrell|Dejan Angelov|DragoÈ™ Bucur|Ed Harris|Jim Sturgess,Peter Weir,Their escape was just the beginning,133,Drama|Adventure|History,2010-09-03,2010
1969,32000000,18409891,-13590109,Repo Men,Jude Law|Forest Whitaker|Alice Braga|Liev Schreiber|Carice van Houten,Miguel Sapochnik,"For a price, any organ in your body can be replaced. But it can also be repossessed.",111,Action|Science Fiction|Thriller|Crime,2010-03-18,2010
1970,7000000,7644937,644937,Last Night,Keira Knightley|Sam Worthington|Eva Mendes|Guillaume Canet|Griffin Dunne,Massy Tadjedin,Temptation can lead anywhere.,90,Drama|Romance,2010-05-11,2010
1971,117000000,261930431,144930431,Knight and Day,Tom Cruise|Cameron Diaz|Peter Sarsgaard|Viola Davis|Jordi MollÃ ,James Mangold,Every Hit Man Deserves a Second Shot!,109,Action|Comedy,2010-06-15,2010
1973,60000000,204594016,144594016,Eat Pray Love,Julia Roberts|James Franco|Javier Bardem|Billy Crudup|Richard Jenkins,Ryan Murphy,Let Yourself GO,133,Drama,2010-08-12,2010
1974,1000000,12355734,11355734,Blue Valentine,Ryan Gosling|Michelle Williams|Mike Vogel|John Doman|Faith Wladyka,Derek Cianfrance,Nobody Baby But You And Me,112,Drama|Romance,2010-12-27,2010
1975,40000000,136000000,96000000,The Bounty Hunter,Gerard Butler|Jennifer Aniston|Gio Perez|Siobhan Fallon|Joel Garland,Andy Tennant,"It's a Job. It Isn't Personal. Well, Maybe a Little...",110,Action,2010-03-16,2010
1976,19000000,29922472,10922472,Leap Year,Amy Adams|Matthew Goode|Adam Scott|John Lithgow|Flaminia Cinque,Anand Tucker,Anna planned to propose to her boyfriend on February 29th. This is not her boyfriend.,100,Romance|Comedy,2010-01-08,2010
1977,100000000,94882889,-5117111,Green Zone,Matt Damon|Greg Kinnear|Brendan Gleeson|Amy Ryan|Jason Isaacs,Paul Greengrass,Chief Warrant Officer Roy Miller is done following orders,115,Action|Adventure|Drama|Thriller,2010-03-11,2010
1978,112000000,237382724,125382724,Gulliver's Travels,Emily Blunt|Jason Segel|Jack Black|Amanda Peet|Chris O'Dowd,Rob Letterman,Something big is going down.,85,Comedy,2010-12-25,2010
1979,35000000,77477008,42477008,The Back-Up Plan,Jennifer Lopez|Alex O'Loughlin|Danneel Ackles|Eric Christian Olsen|Anthony Anderson,Alan Poul,"Fall in love, get married, have a baby. Not necessarily in that order.",106,Comedy|Romance,2010-04-23,2010
1980,44000000,48190704,4190704,Charlie St. Cloud,Zac Efron|Amanda Crew|Kim Basinger|Chris Massoglia|Dave Franco,Burr Steers,Life is for living,99,Drama,2010-05-01,2010
1981,19000000,49830607,30830607,The Switch,Jason Bateman|Jennifer Aniston|Jeff Goldblum|Juliette Lewis|Todd Louiso,Josh Gordon|Will Speck,The most unexpected comedy ever conceived.,101,Comedy|Romance|Drama,2010-05-11,2010
1982,10000000,2995811,-7004189,The Runaways,Dakota Fanning|Kristen Stewart|Michael Shannon|Riley Keough|Stella Maeve,Floria Sigismondi,It's 1975 and they're about to explode.,106,Drama|Music,2010-03-19,2010
1983,52000000,216485654,164485654,Valentine's Day,Jessica Alba|Jessica Biel|Bradley Cooper|Eric Dane|Patrick Dempsey,Garry Marshall,A Love Story. More or Less.,125,Comedy|Romance,2010-02-10,2010
1984,25000000,36993168,11993168,Don't Be Afraid of the Dark,Katie Holmes|Guy Pearce|Bailee Madison|Alan Dale|Jack Thompson,Troy Nixey,Fear is never just make believe,99,Fantasy|Horror|Thriller,2010-11-06,2010
1986,20000000,136150434,116150434,Saw 3D,Tobin Bell|Costas Mandylor|Betsy Russell|Cary Elwes|Sean Patrick Flanery,Kevin Greutert,The Traps Come Alive,90,Horror|Crime,2010-10-21,2010
1987,40000000,357852395,317852395,The Karate Kid,Jaden Smith|Jackie Chan|Taraji P. Henson|Yu Rong-Guang|Tess Liu,Harald Zwart,A Challenge He Never Imagined. A Teacher He Never Expected.,140,Action|Adventure|Drama|Family,2010-06-10,2010
1988,65000000,211780824,146780824,Due Date,Zach Galifianakis|Robert Downey Jr.|Michelle Monaghan|Jamie Foxx|Juliette Lewis,Todd Phillips,Leave Your Comfort Zone,95,Comedy|Drama,2010-11-04,2010
1989,8000000,3453043,-4546957,Wild Target,Bill Nighy|Emily Blunt|Rupert Grint|Rupert Everett|Eileen Atkins,Jonathan Lynn,They said 'Take her out'. He got the wrong idea.,98,Action|Comedy,2010-06-17,2010
1990,52000000,52615806,615806,From Paris with Love,John Travolta|Jonathan Rhys Meyers|Kasia Smutniak|Richard Durden|Bing Yin,Pierre Morel,Two agents. One city. No merci.,92,Action|Crime|Thriller,2010-02-05,2010
1991,45000000,60222298,15222298,The Ghost Writer,Ewan McGregor|Pierce Brosnan|Jon Bernthal|Kim Cattrall|Tom Wilkinson,Roman Polanski,Read between the lies.,128,Thriller|Mystery,2010-02-12,2010
1992,8000000,6491240,-1508760,It's Kind of a Funny Story,Keir Gilchrist|Emma Roberts|Zach Galifianakis|Viola Davis|ZoÃ« Kravitz,Anna Boden|Ryan Fleck,Sometimes what's in your head isn't as crazy as you think.,101,Comedy|Drama,2010-07-06,2010
1993,30000000,51148651,21148651,The Next Three Days,Russell Crowe|Elizabeth Banks|Brian Dennehy|RZA|Moran Atias,Paul Haggis,What if you had 72 hours to save everything you live for?,133,Romance|Drama|Thriller|Crime,2010-11-18,2010
1994,35000000,115664037,80664037,A Nightmare on Elm Street,Jackie Earle Haley|Katie Cassidy|Kyle Gallner|Kellan Lutz|Thomas Dekker,Samuel Bayer,Never Sleep Again.,95,Horror|Mystery|Thriller,2010-04-30,2010
1995,25000000,23580000,-1420000,The Losers,Jeffrey Dean Morgan|Zoe Saldana|Chris Evans|Idris Elba|Columbus Short,Sylvain White,Anyone Else Would Be Dead By Now.,97,Action|Adventure|Crime|Mystery|Thriller,2010-04-23,2010
1996,25000000,9190869,-15809131,The Fighter,Mark Wahlberg|Christian Bale|Amy Adams|Melissa Leo|Mickey O'Keefe,David O. Russell,Every dream deserves a fighting chance.,116,Drama,2010-12-17,2010
1997,40000000,90029656,50029656,Get Him to the Greek,Jonah Hill|Russell Brand|Rose Byrne|Colm Meaney|Sean Combs,Nicholas Stoller,Aaron Green has 72 hours to get a Rock Star from London to L.A. Pray for him.,109,Comedy,2010-06-04,2010
1999,47000000,10539000,-36461000,Jonah Hex,Josh Brolin|John Malkovich|Megan Fox|Michael Fassbender|Will Arnett,Jimmy Hayward,Revenge gets ugly.,80,Action|Western|Drama|Fantasy|Thriller,2010-06-18,2010
2003,20000000,80547866,60547866,Vampires Suck,Chris Riggi|Matt Lanter|Jenn Proske|Ken Jeong|Bradley Dodds,Jason Friedberg|Aaron Seltzer,Some sagas just won't die.,82,Horror|Comedy,2010-08-18,2010
2004,2000000,7871522,5871522,Inside Job,Matt Damon|William Ackman|Barack Obama|George W. Bush|Jonathan Alpert,Charles Ferguson,"The film that cost $20,000,000,000,000 to make.",109,Documentary,2010-10-08,2010
2005,75000000,98159963,23159963,Killers,Katherine Heigl|Ashton Kutcher|Tom Selleck|Catherine O'Hara|Alex Borstein,Robert Luketic,Perfect wife. Perfect target.,100,Action|Comedy|Thriller|Romance,2010-06-04,2010
2006,26000000,67918658,41918658,Legion,Paul Bettany|Dennis Quaid|Kevin Durand|Kate Walsh|Doug Jones,Scott Stewart,"When the last angel falls, the fight for mankind begins.",100,Horror,2010-01-21,2010
2008,100000000,288347692,188347692,Sex and the City 2,Sarah Jessica Parker|Kristin Davis|Cynthia Nixon|Kim Cattrall|Chris Noth,Michael Patrick King,Carrie on.,146,Comedy|Drama|Romance,2010-05-26,2010
2009,20000000,32005248,12005248,You Again,Kristen Bell|Sigourney Weaver|Betty White|Kristin Chenoweth|Odette Annable,Andy Fickman,What doesn't kill you... is going to marry your brother.,105,Comedy|Romance,2010-09-24,2010
2010,35000000,93246388,58246388,Nanny McPhee and the Big Bang,Emma Thompson|Ralph Fiennes|Maggie Gyllenhaal|Maggie Smith|Rhys Ifans,Susanna White,You'll Believe That Pigs Can Fly!,109,Fantasy|Comedy,2010-03-26,2010
2011,36000000,64572262,28572262,Hot Tub Time Machine,John Cusack|Lizzy Caplan|Rob Corddry|Craig Robinson|Clark Duke,Steve Pink,Kick some past,101,Science Fiction|Comedy|Adventure,2010-03-26,2010
2013,20000000,24145613,4145613,Let Me In,Kodi Smit-McPhee|ChloÃ« Grace Moretz|Richard Jenkins|Elias Koteas|Sasha Barrese,Matt Reeves,Innocence dies. Abby doesn't.,116,Drama|Horror|Mystery,2010-10-01,2010
2014,14000000,1755212,-12244788,Flipped,Madeline Carroll|Callan McAuliffe|Anthony Edwards|Aidan Quinn|Rebecca De Mornay,Rob Reiner,You never forget your first love.,90,Comedy|Drama|Romance,2010-08-06,2010
2015,80000000,140073390,60073390,Legend of the Guardians: The Owls of Ga'Hoole,Emily Barclay|Abbie Cornish|Essie Davis|Joel Edgerton|Deborra-Lee Furness,Zack Snyder,On his way to finding a legend...he will become one.,97,Animation|Adventure|Family|Fantasy,2010-07-10,2010
2016,32000000,69055695,37055695,Takers,Chris Brown|Hayden Christensen|Matt Dillon|Michael Ealy|Idris Elba,John Luessenhop,Who's Taking Who?,107,Action|Crime|Drama|Thriller,2010-08-26,2010
2017,55000000,89519773,34519773,Burlesque,Cher|Christina Aguilera|Eric Dane|Cam Gigandet|Julianne Hough,Steve Antin,It takes a legend... to make a star,119,Drama|Romance,2010-11-23,2010
2018,15000000,4882577,-10117423,The Company Men,Ben Affleck|Tommy Lee Jones|Chris Cooper|Kevin Costner|Maria Bello,John Wells,"In America, we give our lives to our jobs. It's time to take them back.",104,Drama,2010-10-21,2010
2019,32000000,42045846,10045846,Going the Distance,Drew Barrymore|Justin Long|Christina Applegate|Ron Livingston|Charlie Day,Nanette Burstein,A comedy about meeting each other halfway.,102,Comedy|Drama|Romance,2010-09-01,2010
2020,24000000,23081726,-918274,Faster,Dwayne Johnson|Billy Bob Thornton|Maggie Grace|Carla Gugino|Tom Berenger,"George Tillman, Jr.",Slow Justice is no Justice,98,Crime|Drama|Action|Thriller,2010-11-23,2010
2022,3000000,177512032,174512032,Paranormal Activity 2,Katie Featherston|David Bierend|Brian Boland|Molly Ephraim|Seth Ginsberg,Tod Williams,In 2009 you demanded it. Nothing can prepare you for what's next.,91,Horror|Thriller,2010-10-20,2010
2023,15000000,9455232,-5544768,Never Let Me Go,Carey Mulligan|Andrew Garfield|Keira Knightley|Domhnall Gleeson|Andrea Riseborough,Mark Romanek,The students have everything they need. Except time,104,Drama|Romance|Science Fiction,2010-09-15,2010
2025,20000000,65464324,45464324,The American,George Clooney|Violante Placido|Thekla Reuten|Paolo Bonacelli|Johan Leysen,Anton Corbijn,,104,Crime|Drama|Thriller,2010-08-31,2010
2027,30000000,55583804,25583804,Cop Out,Bruce Willis|Tracy Morgan|Juan Carlos HernÃ¡ndez|Seann William Scott|Michelle Trachtenberg,Kevin Smith,Rock out with your Glock out,107,Action|Comedy|Crime,2010-02-26,2010
2029,500000,4242978,3742978,Monsters,Whitney Able|Scoot McNairy|Annalee Jefferies|Kevon Kane|Fernando Lara,Gareth Edwards,"After Six Years, They're No Longer Aliens. They're Residents",94,Drama|Thriller|Science Fiction,2010-06-18,2010
2031,38000000,105610124,67610124,Life as We Know It,Katherine Heigl|Josh Duhamel|Christina Hendricks|Josh Lucas|Jean Smart,Greg Berlanti,A comedy about taking it one step at a time.,115,Comedy|Romance|Drama,2010-10-08,2010
2032,12000000,6814789,-5185211,Centurion,Michael Fassbender|Olga Kurylenko|David Morrissey|Liam Cunningham|Dominic West,Neil Marshall,History is written in blood,97,Drama|Action|Thriller,2010-02-15,2010
2033,3200000,5332926,2132926,Beginners,Ewan McGregor|Christopher Plummer|MÃ©lanie Laurent|Goran Visnjic|Kai Lennox,Mike Mills,"When it comes to relationships, weâ€™re all beginners.",105,Drama|Romance|Comedy,2010-09-11,2010
2036,22000000,851517,-21148483,Shelter,Julianne Moore|Jonathan Rhys Meyers|Jeffrey DeMunn|Frances Conroy|Nate Corddry,BjÃ¶rn Stein|MÃ¥ns MÃ¥rlind,Evil will rise.,112,Horror|Mystery|Thriller,2010-03-27,2010
2037,22000000,9479718,-12520282,Stone,Frances Conroy|Robert De Niro|Edward Norton|Milla Jovovich,John Curran,Some People Tell Lies. Others Live Them.,105,Drama,2010-10-07,2010
2038,15000000,75700498,60700498,Diary of a Wimpy Kid,Zachary Gordon|Robert Capron|ChloÃ« Grace Moretz|Steve Zahn|Rachael Harris,Thor Freudenthal,"I'll be famous one day, but for now I'm stuck in middle school with a bunch of morons",94,Comedy|Family,2010-03-19,2010
2039,2000000,572809,-1427191,I Spit on Your Grave,Sarah Butler|Daniel Franzese|Chad Lindberg|Jeff Branson|Rodney Eastman,Steven R. Monroe,It's Date Night,108,Thriller|Crime|Horror,2010-06-17,2010
2040,24000000,83188165,59188165,Piranha 3D,Elisabeth Shue|Adam Scott|Jerry O'Connell|Steven R. McQueen|Jessica Szohr,Alexandre Aja,There's something in the water.,88,Comedy|Horror,2010-08-20,2010
2041,40000000,58785180,18785180,Morning Glory,Rachel McAdams|Harrison Ford|Patrick Wilson|Jeff Goldblum|Diane Keaton,Roger Michell,Breakfast TV just got interesting.,102,Comedy|Drama|Romance,2010-01-12,2010
2042,12500000,6732980,-5767020,Conviction,Hilary Swank|Minnie Driver|Bailee Madison|Loren Dean|John Pyper-Ferguson,Tony Goldwyn,An extraordinary journey of how far we go to fight for our family.,107,Drama,2010-09-11,2010
2043,90000000,16178959,-73821041,The Nutcracker: The Untold Story,Nathan Lane|John Turturro|Frances de la Tour|Elle Fanning|Jonny Coyne,Andrei Konchalovsky,,110,Fantasy|Action|Family,2010-11-24,2010
